Year,CA,ODS,Indicador,Descripción,Value
2013,CANTABRIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,5.802457792
2014,CANTABRIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.320907341
2015,CANTABRIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.832571107
2016,CANTABRIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,7.222998026
2017,CANTABRIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,7.311274501
2018,CANTABRIA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,7.444454569
2010,CANTABRIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,11.339134909
2011,CANTABRIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,11.360816493
2012,CANTABRIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,11.592493352
2013,CANTABRIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,11.741043626
2014,CANTABRIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,11.890139214
2015,CANTABRIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,12.22309203
2016,CANTABRIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,12.1071205
2017,CANTABRIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,12.454971151
2018,CANTABRIA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,12.688238965
2011,CANTABRIA,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,41.882777131
2016,CANTABRIA,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,46.348788927
2010,CANTABRIA,Educación de calidad,4.3.1.2,,8.593623804
2011,CANTABRIA,Educación de calidad,4.3.1.2,,9.017373453
2012,CANTABRIA,Educación de calidad,4.3.1.2,,9.719339291
2013,CANTABRIA,Educación de calidad,4.3.1.2,,10.515762305
2014,CANTABRIA,Educación de calidad,4.3.1.2,,9.179209787
2015,CANTABRIA,Educación de calidad,4.3.1.2,,10.705163841
2016,CANTABRIA,Educación de calidad,4.3.1.2,,8.994816506
2017,CANTABRIA,Educación de calidad,4.3.1.2,,10.680350516
2018,CANTABRIA,Educación de calidad,4.3.1.2,,11.574886474
2019,CANTABRIA,Educación de calidad,4.3.1.2,,11.336784649
2010,CANTABRIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,64.253677253
2011,CANTABRIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,66.1347152
2012,CANTABRIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,71.139810552
2013,CANTABRIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,77.908004464
2014,CANTABRIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,76.071470865
2015,CANTABRIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,77.13469926
2016,CANTABRIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,77.107463821
2017,CANTABRIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,77.50894832
2018,CANTABRIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,79.828949646
2019,CANTABRIA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,79.517001254
2010,CANTABRIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,15.600494979
2011,CANTABRIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,15.986479337
2012,CANTABRIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,17.042424148
2013,CANTABRIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.39315707
2014,CANTABRIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,16.900031735
2015,CANTABRIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.336684141
2016,CANTABRIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,16.832650978
2017,CANTABRIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.457633761
2018,CANTABRIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.64230861
2019,CANTABRIA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.626872825
2011,CANTABRIA,Educación de calidad,4.5.1.1,Índices de paridad (entre mujeres y hombres) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,83.120964913
2016,CANTABRIA,Educación de calidad,4.5.1.1,Índices de paridad (entre mujeres y hombres) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,93.948305814
2016,CANTABRIA,Educación de calidad,4.5.1.2,Índices de paridad (personas con limitaciones graves por problemas de salud y personas nada limitadas) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses,47.038541423
2016,CANTABRIA,Educación de calidad,4.5.1.2_4.5.1.6,Índices de paridad (personas con limitaciones por problemas de salud y personas nada limitadas) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,80.85458321
2010,CANTABRIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,84.093529178
2011,CANTABRIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,75.221116434
2012,CANTABRIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,77.228183278
2013,CANTABRIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,85.539066895
2014,CANTABRIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,98.683915282
2015,CANTABRIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,92.132929228
2016,CANTABRIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,80.518130642
2017,CANTABRIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,74.173676728
2018,CANTABRIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,77.838244632
2019,CANTABRIA,Educación de calidad,4.5.1.3,Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,79.967906172
2016,CANTABRIA,Educación de calidad,4.5.1.4,Índices de paridad (entre cuartil de riqueza superior e inferior) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses,58.425697749
2010,CANTABRIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,104.995784228
2011,CANTABRIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,108.262343068
2012,CANTABRIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,110.401986715
2013,CANTABRIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,112.19015203
2014,CANTABRIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,109.036483048
2015,CANTABRIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,104.933627496
2016,CANTABRIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,97.009716787
2017,CANTABRIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,104.367711727
2018,CANTABRIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,110.636289686
2019,CANTABRIA,Educación de calidad,4.5.1.5,Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas,118.830158305
2016,CANTABRIA,Educación de calidad,4.5.1.6,Índices de paridad (personas con limitaciones por problemas de salud pero no graves y personas nada limitadas) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,88.566974936
2010,CANTABRIA,Igualdad de género,5.4.1.1,Tiempo dedicado al hogar y familia en un día promedio,171.963750692
2010,CANTABRIA,Igualdad de género,5.4.1.2,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,241.487339024
2010,CANTABRIA,Igualdad de género,5.4.1.3,Tiempo dedicado al hogar y familia en un día promedio. Hombres,98.725113447
2011,CANTABRIA,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,26.499831934
2012,CANTABRIA,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,25.06634839
2013,CANTABRIA,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,25.755411945
2014,CANTABRIA,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,25.193274962
2015,CANTABRIA,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,28.929079466
2016,CANTABRIA,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,40.380893515
2017,CANTABRIA,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,33.530251014
2018,CANTABRIA,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,23.356882484
2019,CANTABRIA,Igualdad de género,5.5.2.1,Tiempo dedicado al hogar y familia en un día promedio. Mujeres,26.422902718
2011,CANTABRIA,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,23.225707947
2012,CANTABRIA,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,24.942410412
2013,CANTABRIA,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,22.464997868
2014,CANTABRIA,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,27.906794607
2015,CANTABRIA,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,31.64039091
2016,CANTABRIA,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,30.631106822
2017,CANTABRIA,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,25.336185389
2018,CANTABRIA,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,23.897826454
2019,CANTABRIA,Igualdad de género,5.5.2.2,Tiempo dedicado al hogar y familia en un día promedio. Hombres,20.867468875
2010,CANTABRIA,Igualdad de género,5.a.1a.1,Porcentaje de titulares de explotaciones agrícolas. respecto al total de trabajadores en la agricultura,57.52
2014,CANTABRIA,Igualdad de género,5.a.1a.1,Porcentaje de titulares de explotaciones agrícolas. respecto al total de trabajadores en la agricultura,51.07
2017,CANTABRIA,Igualdad de género,5.a.1a.1,Porcentaje de titulares de explotaciones agrícolas. respecto al total de trabajadores en la agricultura,53.66
2010,CANTABRIA,Igualdad de género,5.a.1a.2,Porcentaje de hombres titulares de explotaciones agrícolas. respecto al total de hombres trabajadores en la agricultura,54.11
2014,CANTABRIA,Igualdad de género,5.a.1a.2,Porcentaje de hombres titulares de explotaciones agrícolas. respecto al total de hombres trabajadores en la agricultura,47.03
2017,CANTABRIA,Igualdad de género,5.a.1a.2,Porcentaje de hombres titulares de explotaciones agrícolas. respecto al total de hombres trabajadores en la agricultura,47.47
2010,CANTABRIA,Igualdad de género,5.a.1a.3,Porcentaje de mujeres titulares de explotaciones agrícolas. respecto al total de mujeres trabajadoras en la agricultura,63.41
2014,CANTABRIA,Igualdad de género,5.a.1a.3,Porcentaje de mujeres titulares de explotaciones agrícolas. respecto al total de mujeres trabajadoras en la agricultura,57.21
2017,CANTABRIA,Igualdad de género,5.a.1a.3,Porcentaje de mujeres titulares de explotaciones agrícolas. respecto al total de mujeres trabajadoras en la agricultura,64.14
2010,CANTABRIA,Igualdad de género,5.a.1b.1,Porcentaje de mujeres titulares de explotaciones agrícolas. respecto al total de titulares de explotaciones agrícolas,40.46
2014,CANTABRIA,Igualdad de género,5.a.1b.1,Porcentaje de mujeres titulares de explotaciones agrícolas. respecto al total de titulares de explotaciones agrícolas,44.48
2017,CANTABRIA,Igualdad de género,5.a.1b.1,Porcentaje de mujeres titulares de explotaciones agrícolas. respecto al total de titulares de explotaciones agrícolas,44.41
2010,CANTABRIA,Igualdad de género,5.a.1b.2,Porcentaje de mujeres titulares de explotaciones agrícolas en propiedad. respecto al total de titulares de explotaciones agrícolas en propiedad,43.09
2014,CANTABRIA,Igualdad de género,5.a.1b.2,Porcentaje de mujeres titulares de explotaciones agrícolas en propiedad. respecto al total de titulares de explotaciones agrícolas en propiedad,"43,000"
2017,CANTABRIA,Igualdad de género,5.a.1b.2,Porcentaje de mujeres titulares de explotaciones agrícolas en propiedad. respecto al total de titulares de explotaciones agrícolas en propiedad,45.12
2010,CANTABRIA,Igualdad de género,5.a.1b.3,Porcentaje de mujeres titulares de explotaciones agrícolas en arrendamiento. respecto al total de titulares de explotaciones agrícolas en arrendamiento,38.03
2014,CANTABRIA,Igualdad de género,5.a.1b.3,Porcentaje de mujeres titulares de explotaciones agrícolas en arrendamiento. respecto al total de titulares de explotaciones agrícolas en arrendamiento,45.57
2017,CANTABRIA,Igualdad de género,5.a.1b.3,Porcentaje de mujeres titulares de explotaciones agrícolas en arrendamiento. respecto al total de titulares de explotaciones agrícolas en arrendamiento,51.42
2010,CANTABRIA,Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,"44208,000"
2011,CANTABRIA,Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,"22586,000"
2012,CANTABRIA,Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,"16011,000"
2013,CANTABRIA,Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,"43770,000"
