Year;ODS;Indicador;Descripción;CA;Value
2016;Fin de la pobreza;1.2.1.2;;CANARIAS;28,1012
2017;Fin de la pobreza;1.2.1.2;;CANARIAS;25,9156
2018;Fin de la pobreza;1.2.1.2;;CANARIAS;28,9642
2010;Fin de la pobreza;1.2.1.2_1;;CANARIAS;20,3748
2011;Fin de la pobreza;1.2.1.2_1;;CANARIAS;13,3648
2012;Fin de la pobreza;1.2.1.2_1;;CANARIAS;19,7482
2013;Fin de la pobreza;1.2.1.2_1;;CANARIAS;20,3532
2014;Fin de la pobreza;1.2.1.2_1;;CANARIAS;19,1526
2015;Fin de la pobreza;1.2.1.2_1;;CANARIAS;21,3491
2016;Fin de la pobreza;1.2.1.2_1;;CANARIAS;18,7427
2017;Fin de la pobreza;1.2.1.2_1;;CANARIAS;20,0484
2018;Fin de la pobreza;1.2.1.2_1;;CANARIAS;21,1856
2010;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;CANARIAS;35,7
2011;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;CANARIAS;37,8
2012;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;CANARIAS;40,3
2013;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;CANARIAS;35,5
2014;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;CANARIAS;37
2015;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;CANARIAS;37,9
2016;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;CANARIAS;44,6
2017;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;CANARIAS;40,2
2018;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;CANARIAS;36,4
2010;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;CANARIAS;30,8
2011;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;CANARIAS;30,3
2012;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;CANARIAS;30,8
2013;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;CANARIAS;29,7
2014;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;CANARIAS;33,2
2015;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;CANARIAS;34,9
2016;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;CANARIAS;37,7
2017;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;CANARIAS;35,2
2018;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;CANARIAS;29,5
2010;Fin de la pobreza;1.2.2.2;Población con carencia material severa;CANARIAS;3,5
2011;Fin de la pobreza;1.2.2.2;Población con carencia material severa;CANARIAS;3,9
2012;Fin de la pobreza;1.2.2.2;Población con carencia material severa;CANARIAS;6,5
2013;Fin de la pobreza;1.2.2.2;Población con carencia material severa;CANARIAS;8,5
2014;Fin de la pobreza;1.2.2.2;Población con carencia material severa;CANARIAS;7,2
2015;Fin de la pobreza;1.2.2.2;Población con carencia material severa;CANARIAS;12,4
2016;Fin de la pobreza;1.2.2.2;Población con carencia material severa;CANARIAS;10,8
2017;Fin de la pobreza;1.2.2.2;Población con carencia material severa;CANARIAS;13,6
2018;Fin de la pobreza;1.2.2.2;Población con carencia material severa;CANARIAS;8,8
2010;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;CANARIAS;14,8
2011;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;CANARIAS;19,9
2012;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;CANARIAS;21,5
2013;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;CANARIAS;22,8
2014;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;CANARIAS;28,1
2015;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;CANARIAS;20,8
2016;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;CANARIAS;29,5
2017;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;CANARIAS;19,2
2018;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;CANARIAS;16,3
2010;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2011;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2012;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0
2013;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,09
2014;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2015;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2016;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2017;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2018;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0
2015;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;CANARIAS;-2,562189343
2016;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;CANARIAS;-1,953468274
2017;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;CANARIAS;0,929790964
2018;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;CANARIAS;1,562078455
2011;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;CANARIAS;-1,645699429
2012;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;CANARIAS;-3,798730251
2013;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;CANARIAS;-3,476613051
2014;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;CANARIAS;-1,467819625
2015;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;CANARIAS;-0,253794245
2016;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;CANARIAS;0,064247568
2017;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;CANARIAS;1,291557542
2018;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;CANARIAS;2,078770869
2011;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;CANARIAS;-2,86770879
2012;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;CANARIAS;-3,795503126
2013;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;CANARIAS;-5,08004374
2014;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;CANARIAS;-1,993679176
2015;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;CANARIAS;-0,039551716
2016;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;CANARIAS;0,395790563
2017;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;CANARIAS;1,120919951
2018;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;CANARIAS;2,734025965
2015;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;CANARIAS;-1,252201477
2016;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;CANARIAS;0,213142535
2017;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;CANARIAS;1,024457288
2018;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;CANARIAS;1,036770653
2010;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;CANARIAS;22,4
2011;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;CANARIAS;21,5
2012;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;CANARIAS;22,5
2013;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;CANARIAS;19,5
2014;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;CANARIAS;21,7
2015;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;CANARIAS;22,5
2016;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;CANARIAS;21,3
2017;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;CANARIAS;25,5
2018;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;CANARIAS;26,1
2010;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;CANARIAS;17,6
2011;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;CANARIAS;14,7
2012;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;CANARIAS;16,4
2013;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;CANARIAS;15,9
2014;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;CANARIAS;17,3
2015;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;CANARIAS;17,8
2016;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;CANARIAS;18
2017;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;CANARIAS;17,5
2018;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;CANARIAS;16,9
2010;Ciudades y comunidades sostenibles;11.1.1.1;;CANARIAS;30,0399
2011;Ciudades y comunidades sostenibles;11.1.1.1;;CANARIAS;31,1088
2012;Ciudades y comunidades sostenibles;11.1.1.1;;CANARIAS;18,7913
2013;Ciudades y comunidades sostenibles;11.1.1.1;;CANARIAS;25,2589
2014;Ciudades y comunidades sostenibles;11.1.1.1;;CANARIAS;37,3102
2015;Ciudades y comunidades sostenibles;11.1.1.1;;CANARIAS;35,5505
2016;Ciudades y comunidades sostenibles;11.1.1.1;;CANARIAS;39,9971
2017;Ciudades y comunidades sostenibles;11.1.1.1;;CANARIAS;32,0586
2018;Ciudades y comunidades sostenibles;11.1.1.1;;CANARIAS;16,0463
2010;Ciudades y comunidades sostenibles;11.1.1.2;;CANARIAS;12,4294
2011;Ciudades y comunidades sostenibles;11.1.1.2;;CANARIAS;9,9083
2012;Ciudades y comunidades sostenibles;11.1.1.2;;CANARIAS;12,8089
2013;Ciudades y comunidades sostenibles;11.1.1.2;;CANARIAS;11,2244
2014;Ciudades y comunidades sostenibles;11.1.1.2;;CANARIAS;10,5938
2015;Ciudades y comunidades sostenibles;11.1.1.2;;CANARIAS;13,0299
2016;Ciudades y comunidades sostenibles;11.1.1.2;;CANARIAS;11,0896
2017;Ciudades y comunidades sostenibles;11.1.1.2;;CANARIAS;12,1181
2018;Ciudades y comunidades sostenibles;11.1.1.2;;CANARIAS;12,4854
2010;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2011;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2012;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0
2013;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,09
2014;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2015;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2016;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
2017;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;CANARIAS;0,05
